field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,tracts,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTo,PercentESL,PercentPOC
18903,8563000300,9/15/2014,675000,4,2.25,2260,8715,1,0,0,4,8,1530,730.0,1976,0,98008,47.6237,-122.106,2220,8650,Tract 023000,2,2,2,6,2.000000000000000,8.611701100000000,29.523073950000000
18904,1313000650,7/11/2014,620000,4,2.25,2210,10039,1,0,0,4,8,1710,500.0,1967,0,98052,47.634,-122.101,2070,10965,Tract 022902,2,1,3,6,2.000000000000000,8.474576270000000,37.966101690000000
18905,3424069066,5/21/2014,396450,3,1.75,1540,12446,1,0,0,5,8,1540,0.0,1967,,98027,47.5172,-122.027,1330,11508,Tract 032102,1,3,1,5,1.666666670000000,2.390914520000000,6.196453480000000
18906,2206500300,8/20/2014,565000,5,1.75,1910,9720,1,0,0,4,7,1390,520.0,1955,0,98006,47.5772,-122.159,1750,9720,Tract 024800,4,4,4,12,4.000000000000000,22.468142190000000,60.311871230000000
18907,3083001095,8/24/2014,410000,3,1.75,1760,3520,1,0,0,3,7,1160,600.0,1966,0,98144,47.5773,-122.303,1840,5000,Tract 010001,4,4,5,13,4.333333330000000,26.730589340000000,65.247895230000000
18908,809002290,5/19/2014,1190000,4,3,2240,6000,1.5,0,0,4,8,1270,970.0,1914,,98109,47.6369,-122.35,2240,4250,Tract 006700,2,3,2,7,2.333333330000000,5.720534070000000,31.342081030000000
18909,6669070220,8/21/2014,716125,3,2.25,2110,7279,1,0,0,4,9,2110,?,1984,,98033,47.6669,-122.17,2130,7279,Tract 022703,2,2,2,6,2.000000000000000,6.563545150000000,29.138795990000000
18910,2325069054,5/21/2014,225000,2,1,1396,111949,1,0,0,3,7,1396,0.0,1940,1997,98053,47.6374,-122.007,2020,111949,Tract 032215,2,1,3,6,2.000000000000000,8.350971710000000,44.294785450000000
18911,8820901792,7/11/2014,640000,4,2.75,3040,7274,2,0,3,3,9,2320,720.0,1986,0,98125,47.7184,-122.28,2830,10080,Tract 000900,1,2,1,4,1.333333330000000,2.991886410000000,21.450304260000000
18912,3488300110,9/10/2014,374000,2,1,1140,5650,1,0,1,3,6,980,160.0,1920,0,98116,47.5634,-122.391,1220,5700,Tract 009702,1,2,1,4,1.333333330000000,1.351107910000000,17.204107370000000
18913,3971700330,4/15/2015,415000,4,2,1780,12161,1,0,0,5,7,1160,620.0,1950,0,98155,47.7746,-122.323,1780,8170,Tract 020401,3,4,2,9,3.000000000000000,11.330734970000000,25.668151450000000
18914,5561400220,8/19/2014,592500,4,2.5,3370,35150,1,,0,5,8,1770,1600.0,1993,0,98027,47.461,-122.002,2920,41241,Tract 032102,1,3,1,5,1.666666670000000,2.390914520000000,6.196453480000000
18915,2979800762,9/4/2014,365000,3,2.5,1484,1761,3,0,0,3,7,1484,0.0,2003,0,98115,47.6844,-122.317,1484,4320,Tract 002600,1,3,1,5,1.666666670000000,1.699268920000000,19.126654810000000
18916,6600220300,9/14/2014,600000,4,2.5,2230,12753,1,0,0,4,7,1180,1050.0,1981,0,98074,47.6297,-122.033,1860,12753,Tract 032318,2,1,3,6,2.000000000000000,5.990932640000000,44.478626940000000
18917,2817910220,12/16/2014,465000,4,2.5,2820,39413,2,0,0,4,9,2820,0.0,1989,0,98092,47.3064,-122.1,2910,39413,Tract 031204,1,3,1,5,1.666666670000000,1.977630090000000,16.971956560000000
18918,7696620100,4/22/2015,254999,3,1,1580,7560,1,0,0,4,7,1000,580.0,1976,0,98001,47.3318,-122.277,1580,7560,Tract 029901,3,4,2,9,3.000000000000000,11.431670280000000,33.427331890000000
18919,7760400900,9/16/2014,279000,4,2.5,2040,8076,2,0,0,3,7,2040,0.0,1994,0,98042,47.3691,-122.074,2040,8408,Tract 032007,1,2,1,4,1.333333330000000,0.470132740000000,18.086283190000000
18920,3353404265,12/31/2014,460000,3,2.5,2720,40813,2,0,0,3,8,2720,0.0,2001,0,98001,47.2619,-122.271,2250,40511,Tract 030404,1,3,1,5,1.666666670000000,3.062880320000000,19.107505070000000
18921,9828702666,7/28/2014,507000,4,2.25,1490,956,2,0,0,3,7,1020,470.0,2005,0,98122,47.6184,-122.301,1510,1350,Tract 007700,2,2,2,6,2.000000000000000,5.275056520000000,30.501130370000000
18922,1823059223,5/20/2014,291000,3,1.75,1560,9788,1,0,0,3,7,1560,0.0,1964,0,98178,47.4876,-122.226,1840,11180,Tract 026002,3,5,5,13,4.333333330000000,15.681024450000000,75.646100120000000
18923,2197600388,12/2/2014,350000,2,1.5,830,1077,2,0,0,3,7,830,0.0,2006,0,98122,47.6058,-122.319,830,1366,Tract 008600,3,5,3,11,3.666666670000000,11.094339620000000,43.490566040000000
18924,4239400300,11/29/2014,90000,3,1,980,2490,2,0,0,4,6,980,0.0,1969,0,98092,47.317,-122.182,980,3154,Tract 031206,3,4,3,10,3.333333330000000,14.886427630000000,42.444152430000000
18925,1328300820,8/6/2014,329000,3,1.75,1980,7000,1,0,0,4,8,1360,620.0,1977,,98058,47.4442,-122.129,1880,7200,Tract 031907,2,3,3,8,2.666666670000000,9.464492100000000,44.073455760000000
18926,7805450870,8/14/2014,909000,4,2.5,3680,11648,2,0,0,3,10,3680,0.0,1986,0,98006,47.5604,-122.107,2830,11251,Tract 025003,2,1,3,6,2.000000000000000,7.978413070000000,41.000583430000000
18927,419000035,10/15/2014,187000,2,1,860,5400,1,0,0,4,5,860,0.0,1953,0,98056,47.492,-122.171,960,5400,Tract 025500,4,5,4,13,4.333333330000000,23.925761550000000,56.848900540000000
18928,3131201105,7/9/2014,580000,3,1.75,1850,5100,1,0,0,3,7,1020,830.0,1909,0,98105,47.6605,-122.326,1850,5100,Tract 005200,2,5,3,10,3.333333330000000,6.476352790000000,45.149836670000000
18929,112900110,9/3/2014,345000,3,2.5,1620,5992,2,0,0,3,7,1620,0.0,2001,,98019,47.736,-121.965,1620,4644,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
18930,5249802240,5/15/2014,497000,4,2.5,2240,7200,2,0,0,3,8,2240,0.0,1995,,98118,47.5636,-122.275,1860,6600,Tract 010100,2,4,5,11,3.666666670000000,7.476635510000000,63.152647980000000
18931,7950302345,8/15/2014,345000,3,1,1010,3060,1.5,0,0,3,6,1010,0.0,1904,,98118,47.5657,-122.285,1330,4590,Tract 010100,2,4,5,11,3.666666670000000,7.476635510000000,63.152647980000000
18932,2473371570,11/19/2014,313500,3,1.75,1610,7350,1,,0,3,8,1610,0.0,1974,,98058,47.4503,-122.131,2120,7350,Tract 031907,2,3,3,8,2.666666670000000,9.464492100000000,44.073455760000000
18933,3982700088,4/2/2015,910000,3,2.5,2720,7250,2,0,0,3,9,2720,0.0,1990,0,98033,47.6894,-122.195,2870,7250,Tract 022400,1,2,1,4,1.333333330000000,2.317058750000000,18.087244360000000
18934,3448000755,6/4/2014,399950,3,1.5,2080,5244,1,0,0,3,7,1190,890.0,1959,0,98125,47.7144,-122.293,1850,6982,Tract 000700,3,5,3,11,3.666666670000000,10.960032960000000,47.280593330000000
18935,1446400615,5/27/2014,268000,4,2,1930,6600,1,,0,4,7,1030,900.0,1967,,98168,47.482,-122.332,1220,6600,Tract 027400,3,4,4,11,3.666666670000000,13.935250350000000,54.956766540000000
18936,2484700145,12/29/2014,559000,4,1.75,2250,8458,1,0,0,3,8,1450,800.0,1954,0,98136,47.5235,-122.383,1950,7198,Tract 011600,1,3,1,5,1.666666670000000,1.203072910000000,13.944049860000000
18937,1753500100,7/9/2014,309000,3,2.25,1980,8755,1,0,0,4,7,1300,680.0,1963,0,98198,47.3922,-122.321,2030,8671,Tract 029001,2,4,2,8,2.666666670000000,5.944798300000000,32.420382170000000
18938,7853300770,6/9/2014,410000,3,2.5,1960,4400,2,0,0,3,7,1960,0.0,2006,,98065,47.5384,-121.889,2060,4400,Tract 032602,1,1,1,3,1.000000000000000,1.680107530000000,21.804062130000000
18939,7236100015,5/20/2014,259000,3,1,1320,8625,1,0,0,4,7,1320,0.0,1957,0,98056,47.4902,-122.179,1370,8295,Tract 025400,4,5,4,13,4.333333330000000,17.149631190000000,53.951527920000000
18940,1959701695,11/24/2014,950000,5,2,2940,5500,2,0,0,4,9,2340,600.0,1909,0,98102,47.6466,-122.321,2940,5500,Tract 006100,1,3,1,5,1.666666670000000,2.915726110000000,19.168547780000000
18941,4024101421,12/2/2014,320000,4,1,1460,7200,1.5,0,0,4,7,1460,0.0,1955,0,98155,47.7602,-122.306,1690,7357,Tract 020500,2,4,3,9,3.000000000000000,8.641041160000000,39.210048430000000
18942,327000165,4/13/2015,1150000,4,2.5,2330,30122,1,,1,3,8,1490,840.0,1951,0,98115,47.6843,-122.267,2430,6726,Tract 002200,1,1,1,3,1.000000000000000,3.105482300000000,22.536433030000000
18943,7893800534,11/24/2014,394250,3,2,2620,10107,1,0,3,3,7,2620,0.0,1982,,98198,47.4096,-122.329,1730,7812,Tract 028700,2,4,2,8,2.666666670000000,6.412273800000000,32.140047210000000
18944,6430500191,11/6/2014,315000,1,1,700,3876,1,0,0,3,6,700,0.0,1910,0,98103,47.6886,-122.352,1150,3952,Tract 002800,1,2,1,4,1.333333330000000,1.833539350000000,14.915533580000000
18945,2354300835,12/24/2014,480000,2,2,1140,12000,1,0,0,3,6,1140,0.0,1943,0,98027,47.5277,-122.031,1880,6125,Tract 032103,2,4,2,8,2.666666670000000,5.696846390000000,23.784333670000000
18946,9510300220,8/4/2014,556000,3,2.5,2750,35440,2,0,0,3,9,2750,0.0,1994,0,98045,47.4745,-121.723,2710,35440,Tract 032704,1,3,1,5,1.666666670000000,2.605029360000000,19.213973800000000
18947,7852130410,10/27/2014,450000,3,2.5,2480,5647,2,0,0,3,7,2480,0.0,2002,,98065,47.5355,-121.88,2510,5018,Tract 032602,1,1,1,3,1.000000000000000,1.680107530000000,21.804062130000000
18948,5101406522,10/1/2014,420000,3,1.5,1130,5413,1,0,0,3,7,940,190.0,1946,0,98125,47.7021,-122.32,1400,7168,Tract 001200,4,5,3,12,4.000000000000000,17.098519360000000,40.674829160000000
18949,2768200090,3/17/2015,890000,6,3.75,2770,5000,1,0,0,3,8,1870,900.0,1969,0,98107,47.669,-122.365,1570,2108,Tract 003400,1,3,1,5,1.666666670000000,1.147227530000000,15.269052170000000
18950,1761300650,10/6/2014,295000,4,2,1710,8814,1,0,0,5,7,1030,?,1975,,98031,47.395,-122.174,1710,7272,Tract 029406,4,3,4,11,3.666666670000000,17.656070470000000,59.938720800000000
18951,1081330210,9/11/2014,410000,4,2.25,2150,27345,2,,0,5,8,2150,0.0,1976,0,98059,47.469,-122.121,2200,11923,Tract 031903,1,3,2,6,2.000000000000000,4.137727210000000,27.220333970000000
18952,4137070090,6/11/2014,308900,3,2.5,2250,7294,2,0,0,3,8,2250,0.0,1994,0,98092,47.2636,-122.212,2140,7363,Tract 031000,1,3,1,5,1.666666670000000,3.473630830000000,20.436105480000000
18953,327000100,10/22/2014,1160000,4,2.5,2960,26742,1,0,3,3,8,1480,1480.0,1949,1996,98115,47.6846,-122.268,2500,9460,Tract 002200,1,1,1,3,1.000000000000000,3.105482300000000,22.536433030000000
18954,8682281510,1/28/2015,665000,2,2.5,2300,6984,1,0,0,3,8,2300,0.0,2006,0,98053,47.7087,-122.015,1820,4950,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
18955,3297700100,9/3/2014,577000,3,1.75,1740,5500,1,0,0,5,7,970,770.0,1953,0,98116,47.577,-122.395,1740,7250,Tract 009702,1,2,1,4,1.333333330000000,1.351107910000000,17.204107370000000
18956,7518506717,9/17/2014,959000,3,2.5,2830,3750,3,0,0,3,10,2830,0.0,2014,0,98117,47.6799,-122.385,1780,5000,Tract 003100,1,3,1,5,1.666666670000000,1.966857670000000,12.962676170000000
18957,65000210,6/26/2014,471000,2,1.75,1240,6417,1,0,0,5,7,1240,0.0,1924,0,98126,47.5439,-122.379,1800,6417,Tract 010600,1,3,1,5,1.666666670000000,2.953890490000000,23.354947170000000
18958,3905040590,4/21/2015,560000,3,2.5,2180,7169,2,0,0,3,8,2180,0.0,1990,0,98029,47.5714,-122.002,2150,5914,Tract 032212,2,2,3,7,2.333333330000000,9.466019420000000,43.774271840000000
18959,5451210150,5/14/2014,955000,5,2.25,2510,9887,2,0,0,3,8,2510,0.0,1972,0,98040,47.5339,-122.223,2510,10006,Tract 024602,1,1,1,3,1.000000000000000,2.630879620000000,22.508636730000000
18960,1778360150,6/20/2014,1240000,7,5.5,6630,13782,2,0,0,3,10,4930,1700.0,2004,,98006,47.5399,-122.118,4470,8639,Tract 025006,2,1,3,6,2.000000000000000,7.201713910000000,38.282794990000000
18961,6649900301,12/31/2014,579000,3,2.5,2300,18540,1,0,0,3,8,1800,500.0,1961,,98177,47.7767,-122.369,2460,18540,Tract 020200,2,4,1,7,2.333333330000000,5.762189250000000,22.778955480000000
18962,9264901490,4/28/2015,335000,4,2.25,3220,7889,2,,0,3,8,3220,0.0,1978,0,98023,47.3112,-122.339,2120,7651,Tract 030309,3,4,4,11,3.666666670000000,10.702572070000000,53.357500430000000
18963,7853220910,9/15/2014,485000,3,2.5,2270,7887,2,0,2,3,8,2270,0.0,2004,0,98065,47.5326,-121.855,2550,7133,Tract 032602,1,1,1,3,1.000000000000000,1.680107530000000,21.804062130000000
18964,9346700150,7/2/2014,552000,3,2.5,1840,9900,1,0,0,3,9,1840,0.0,1978,,98007,47.6131,-122.151,2730,9900,Tract 023603,4,3,5,12,4.000000000000000,21.751539730000000,63.512092530000000
18965,2327000110,7/14/2014,950000,4,3.25,3820,15293,2,,0,3,10,3820,0.0,2003,0,98074,47.6097,-122.017,2790,7142,Tract 032214,2,1,3,6,2.000000000000000,4.910366330000000,46.188620420000000
18966,7137900490,3/16/2015,203700,3,2,1660,7958,1,0,0,3,7,1130,530.0,1983,0,98092,47.3187,-122.171,1550,7647,Tract 031206,3,4,3,10,3.333333330000000,14.886427630000000,42.444152430000000
18967,9264960850,7/9/2014,412000,4,3.5,3360,9767,2,0,0,3,9,2450,910.0,1990,0,98023,47.3047,-122.347,2580,8757,Tract 030308,3,4,4,11,3.666666670000000,11.193916350000000,53.946768060000000
18968,1545808960,1/6/2015,237500,3,2,1350,8960,1,0,0,4,7,1350,0.0,1986,0,98038,47.3614,-122.045,1470,8288,Tract 032008,1,3,1,5,1.666666670000000,2.547770700000000,20.276008490000000
18969,486000085,8/15/2014,866800,4,3.5,2970,5000,2,0,2,3,9,2200,770.0,2001,0,98117,47.6772,-122.399,1470,4560,Tract 003200,1,4,1,6,2.000000000000000,1.317027280000000,17.368297270000000
18970,7977200945,3/10/2015,425000,3,1,1000,5100,1,0,0,3,7,860,140.0,1946,0,98115,47.6857,-122.293,1000,5100,Tract 002400,1,2,1,4,1.333333330000000,2.767295600000000,18.710691820000000
18971,3056700150,6/25/2014,200000,3,2,1190,6833,1,0,0,3,7,1190,0.0,1995,0,98092,47.3191,-122.18,1540,8000,Tract 031205,2,4,3,9,3.000000000000000,6.877539180000000,41.961694720000000
18972,7896300150,9/29/2014,280000,3,1.75,1670,6034,1,0,0,3,7,990,680.0,1957,0,98118,47.5209,-122.286,1230,6034,Tract 011700,5,4,5,14,4.666666670000000,30.920936780000000,88.448670540000000
18973,7399100210,11/26/2014,140000,3,1.5,1200,2002,2,0,0,3,8,1200,0.0,1966,0,98055,47.4659,-122.189,1270,1848,Tract 025701,3,4,4,11,3.666666670000000,14.073950700000000,48.917388410000000
18974,2473370110,11/14/2014,370000,5,2.5,2250,10400,1,0,0,3,8,1280,970.0,1973,,98058,47.4501,-122.139,2140,9592,Tract 031908,3,4,3,10,3.333333330000000,12.029736430000000,42.757377790000000
18975,2770605420,9/16/2014,550000,2,0.75,1040,4000,1,0,0,3,7,930,110.0,1909,0,98119,47.6489,-122.372,1700,4800,Tract 005900,1,3,1,5,1.666666670000000,1.266457680000000,21.015673980000000
18976,7856400300,7/2/2014,1410000,2,2.5,3180,9400,2,0,4,5,10,2610,570.0,1985,0,98006,47.5617,-122.158,3760,9450,Tract 024901,3,2,4,9,3.000000000000000,12.922895360000000,50.845790720000000
18977,7856400300,3/22/2015,1510000,2,2.5,3180,9400,2,0,4,5,10,2610,570.0,1985,0,98006,47.5617,-122.158,3760,9450,Tract 024901,3,2,4,9,3.000000000000000,12.922895360000000,50.845790720000000
18978,7923700330,5/28/2014,510000,4,1.5,2040,8800,1,0,0,4,7,1020,1020.0,1961,0,98007,47.5965,-122.139,1490,8800,Tract 023300,3,4,2,9,3.000000000000000,15.886134070000000,35.720844810000000
18979,5632500110,7/16/2014,351000,3,1,1160,10518,1,0,0,3,7,1160,0.0,1960,0,98028,47.7343,-122.22,1670,9380,Tract 022102,2,3,2,7,2.333333330000000,8.373316820000000,27.658257240000000
18980,723049219,3/25/2015,210000,3,1,880,10800,1,0,0,3,6,880,0.0,1942,,98146,47.4949,-122.338,1100,8820,Tract 026802,4,5,5,14,4.666666670000000,19.689621730000000,64.694471390000000
18981,2320069111,5/7/2015,449999,4,1.75,2290,36900,1.5,0,2,5,7,1690,600.0,1938,,98022,47.2034,-122.003,2170,12434,Tract 031400,2,5,2,9,3.000000000000000,8.931814430000000,24.748225190000000
18982,7972604345,5/19/2014,137000,3,1,950,7620,1,0,0,3,6,950,0.0,1954,0,98106,47.5178,-122.346,1260,7620,Tract 011300,3,5,4,12,4.000000000000000,12.078253470000000,54.408846040000000
18983,3222069156,12/17/2014,270000,3,1,1010,14510,1,0,0,5,7,1010,0.0,1974,0,98042,47.3437,-122.078,2020,44866,Tract 032006,1,3,1,5,1.666666670000000,1.761542740000000,14.963842020000000
18984,1722069097,12/29/2014,540000,3,2.5,3100,100188,1,0,0,4,7,1820,?,1981,,98038,47.3928,-122.066,2430,104979,Tract 032007,1,2,1,4,1.333333330000000,0.470132740000000,18.086283190000000
18985,4022905473,12/5/2014,565000,5,3,2560,12480,1,0,0,3,8,1590,970.0,2012,0,98155,47.7657,-122.284,2500,17299,Tract 021500,1,2,1,4,1.333333330000000,2.038946160000000,20.114547540000000
18986,5318101695,4/9/2015,940000,4,1.5,2430,3600,2.5,0,0,3,8,2430,0.0,1980,0,98112,47.6351,-122.285,2020,4800,Tract 006300,1,2,1,4,1.333333330000000,3.539019960000000,12.686025410000000
18987,5216200090,6/16/2014,385000,2,1,830,26329,1,1,3,4,6,830,0.0,1928,0,98070,47.4012,-122.425,2030,27338,Tract 027702,1,3,1,5,1.666666670000000,0.337197050000000,5.837723920000000
18988,9526500090,8/22/2014,400000,3,3,2090,7634,1,0,0,3,8,1450,640.0,2001,,98019,47.7408,-121.974,2090,9600,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
18989,423059039,3/21/2015,365000,3,2,2030,8649,1,0,0,3,7,2030,0.0,1998,0,98056,47.5082,-122.166,1760,7200,Tract 025200,3,3,3,9,3.000000000000000,13.588728460000000,46.751280860000000
18990,6909700437,5/22/2014,353250,2,1,1060,1600,2,0,0,3,7,1060,0.0,1979,0,98144,47.5888,-122.294,1360,3360,Tract 009500,3,3,3,9,3.000000000000000,9.691563350000000,36.468097970000000
18991,1205000215,4/29/2015,455000,2,1.5,1090,6750,1,0,0,3,7,950,140.0,1942,0,98117,47.6836,-122.397,1640,6750,Tract 003100,1,3,1,5,1.666666670000000,1.966857670000000,12.962676170000000
18992,3223039229,5/27/2014,475000,4,3.5,3400,234352,2,0,0,3,8,2500,900.0,1991,0,98070,47.4335,-122.449,1300,39639,Tract 027701,1,4,1,6,2.000000000000000,1.390593050000000,10.511247440000000
18993,4077800474,11/24/2014,571500,4,1.75,1920,7455,1,0,0,4,7,960,960.0,1939,1964,98125,47.7106,-122.286,1920,7455,Tract 000800,1,3,1,5,1.666666670000000,4.608830360000000,18.319132460000000
18994,1604600227,3/28/2015,441000,2,1,1150,3000,1,0,0,3,6,780,370.0,1915,0,98118,47.5624,-122.291,1150,5000,Tract 010100,2,4,5,11,3.666666670000000,7.476635510000000,63.152647980000000
18995,9542200220,2/13/2015,810000,6,2.75,3970,9500,1,0,0,4,10,2180,?,1970,0,98005,47.5956,-122.178,2490,9775,Tract 023500,3,2,3,8,2.666666670000000,11.443850270000000,43.262032090000000
18996,6600220490,4/9/2015,550000,3,2.25,1880,11556,2,0,0,3,8,1880,0.0,1987,0,98074,47.6283,-122.032,1880,12000,Tract 032318,2,1,3,6,2.000000000000000,5.990932640000000,44.478626940000000
18997,2138700141,7/2/2014,736000,2,1,1500,4000,1,0,0,3,8,1100,400.0,1933,0,98109,47.6409,-122.353,1980,4000,Tract 006000,1,3,1,5,1.666666670000000,0.674157300000000,20.069144340000000
18998,4046600820,2/24/2015,375000,3,1.75,2190,17550,1,0,0,3,7,2190,0.0,1989,0,98014,47.6984,-121.912,1700,17550,Tract 032402,1,2,1,4,1.333333330000000,0.951212030000000,15.050629030000000
18999,9430100360,2/5/2015,717500,3,2.5,2530,9932,2,0,0,3,8,2530,0.0,1995,0,98052,47.6853,-122.16,2140,7950,Tract 022605,4,3,3,10,3.333333330000000,19.237574390000000,44.619591440000000
19000,2447500015,11/21/2014,581000,2,1.75,1930,11200,1,0,2,3,8,1430,500.0,1951,,98177,47.7576,-122.37,2840,12408,Tract 020800,1,3,1,5,1.666666670000000,4.227304230000000,19.912219910000000
19001,1524039043,7/25/2014,629000,3,2,1510,4560,2,,0,4,7,1510,0.0,1909,1995,98116,47.5689,-122.408,1990,5000,Tract 009701,1,3,1,5,1.666666670000000,2.190598020000000,21.570195080000000
19002,2303900100,9/11/2014,3800000,3,4.25,5510,35000,2,0,4,3,13,4910,600.0,1997,0,98177,47.7296,-122.37,3430,45302,Tract 000500,1,2,1,4,1.333333330000000,4.161205770000000,19.823066840000000
19003,8651400230,12/8/2014,225000,3,2,1100,5200,1,0,0,3,6,1100,0.0,1969,2014,98042,47.3606,-122.083,1050,5330,Tract 032005,2,3,1,6,2.000000000000000,6.385002040000000,20.635783180000000
19004,7437100210,6/18/2014,315000,3,2.5,1730,6368,2,0,0,3,7,1730,0.0,1993,0,98038,47.3505,-122.032,1780,6597,Tract 031604,1,3,2,6,2.000000000000000,2.685168500000000,25.806451610000000
19005,3630020150,3/10/2015,425000,3,2.5,1480,1386,3,,0,3,8,1480,0.0,2005,0,98029,47.5468,-121.998,1470,1593,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
19006,1773600691,6/25/2014,346500,3,1,1150,11802,1,0,0,4,7,1150,0.0,1932,1958,98106,47.5624,-122.361,1880,6082,Tract 009900,1,4,2,7,2.333333330000000,4.211453740000000,25.568281940000000
19007,5448300150,1/5/2015,550000,3,2.25,1950,26500,1,0,0,4,8,1570,380.0,1965,0,98006,47.5784,-122.179,2160,12751,Tract 024701,3,3,3,9,3.000000000000000,12.324649300000000,44.338677350000000
19008,2260000210,2/9/2015,565000,3,1.75,2380,10450,1,0,0,3,8,1400,980.0,1977,,98052,47.6409,-122.111,2150,9600,Tract 022901,3,2,3,8,2.666666670000000,11.238609520000000,42.726965910000000
19009,6815100085,12/24/2014,1000000,4,2,3100,8000,1.5,0,0,5,7,2040,1060.0,1939,0,98103,47.6852,-122.329,1650,4000,Tract 002700,2,2,2,6,2.000000000000000,4.776604390000000,25.816409420000000
19010,5141000720,8/5/2014,400000,2,2,2010,3797,1.5,0,0,3,7,1450,560.0,1922,2004,98108,47.5596,-122.315,1660,4650,Tract 010402,5,4,5,14,4.666666670000000,34.143377890000000,74.402592140000000
19011,9276200455,11/21/2014,724950,4,2,2270,5760,2,,0,4,8,2270,0.0,1909,0,98116,47.5809,-122.39,1420,5760,Tract 009702,1,2,1,4,1.333333330000000,1.351107910000000,17.204107370000000
19012,5459500165,7/8/2014,623000,3,1.75,2050,16313,1,0,0,2,8,2050,0.0,1973,0,98040,47.5743,-122.212,3180,10264,Tract 024500,1,1,2,4,1.333333330000000,4.194528880000000,28.409321180000000
19013,9828701295,6/24/2014,295000,2,1,650,5400,1,,0,3,6,650,0.0,1950,0,98122,47.6185,-122.295,1310,4906,Tract 007700,2,2,2,6,2.000000000000000,5.275056520000000,30.501130370000000
19014,164000261,5/21/2014,700000,4,3.25,2780,7875,2,,0,3,9,2780,0.0,2006,0,98133,47.7294,-122.352,1000,7500,Tract 000401,3,5,3,11,3.666666670000000,10.177056990000000,46.540693350000000
19015,2767704682,4/8/2015,482000,2,1.5,1300,1229,2,0,0,3,8,1160,140.0,2000,0,98107,47.6727,-122.375,1430,1255,Tract 003300,1,3,1,5,1.666666670000000,2.046658080000000,17.876055530000000
19016,6791050450,8/21/2014,770000,3,2.5,2730,11380,2,0,0,3,10,2730,0.0,1995,0,98075,47.58,-122.057,2800,10070,Tract 032207,1,1,1,3,1.000000000000000,2.458794920000000,23.318022160000000
19017,1221039066,10/17/2014,310000,4,2.5,3140,22100,1,0,0,4,8,1820,1320.0,1960,0,98023,47.319,-122.362,2700,25500,Tract 030305,2,4,3,9,3.000000000000000,7.885714290000000,39.276190480000000
